-0.007, -0.819, 1.649, 0, -0, -1.571
-0.0175, -0.819, 1.649, 0, -0, -1.571
-0.028, -0.819, 1.649, 0, -0, -1.571
-0.0385, -0.819, 1.649, 0, -0, -1.571
-0.049, -0.819, 1.649, 0, -0, -1.571
-0.0595, -0.819, 1.649, 0, -0, -1.571
-0.07, -0.819, 1.649, 0, -0, -1.571
-0.0805, -0.819, 1.649, 0, -0, -1.571
-0.091, -0.819, 1.649, 0, -0, -1.571
-0.1015, -0.819, 1.649, 0, -0, -1.571
-0.112, -0.819, 1.649, 0, -0, -1.571
-0.1225, -0.819, 1.649, 0, -0, -1.571
-0.133, -0.819, 1.649, 0, -0, -1.571
-0.1435, -0.819, 1.649, 0, -0, -1.571
-0.154, -0.819, 1.649, 0, -0, -1.571
-0.1645, -0.819, 1.649, 0, -0, -1.571
-0.175, -0.819, 1.649, 0, -0, -1.571
-0.1855, -0.819, 1.649, 0, -0, -1.571
-0.196, -0.819, 1.649, 0, -0, -1.571
-0.2065, -0.819, 1.649, 0, -0, -1.571
-0.217, -0.819, 1.649, 0, -0, -1.571
-0.2275, -0.819, 1.649, 0, -0, -1.571
-0.238, -0.819, 1.649, 0, -0, -1.571
-0.2485, -0.819, 1.649, 0, -0, -1.571
-0.259, -0.819, 1.649, 0, -0, -1.571
-0.2695, -0.819, 1.649, 0, -0, -1.571
-0.28, -0.819, 1.649, 0, -0, -1.571
-0.2905, -0.819, 1.649, 0, -0, -1.571
-0.301, -0.819, 1.649, 0, -0, -1.571
-0.3115, -0.819, 1.649, 0, -0, -1.571
-0.322, -0.819, 1.649, 0, -0, -1.571
-0.3325, -0.819, 1.649, 0, -0, -1.571
-0.343, -0.819, 1.649, 0, -0, -1.571
-0.35, -0.819, 1.649, 0, 0.01, -1.571
-0.35, -0.819, 1.649, 0, 0.04, -1.571
-0.35, -0.819, 1.649, 0, 0.07, -1.571
-0.35, -0.819, 1.649, 0, 0.1, -1.571
-0.35, -0.819, 1.649, 0, 0.13, -1.571
-0.35, -0.819, 1.649, 0, 0.16, -1.571
-0.35, -0.819, 1.649, 0, 0.19, -1.571
-0.35, -0.819, 1.649, 0, 0.22, -1.571
-0.35, -0.819, 1.649, 0, 0.25, -1.571
-0.35, -0.819, 1.649, 0, 0.28, -1.571
-0.35, -0.819, 1.649, 0, 0.31, -1.571
-0.35, -0.819, 1.649, 0, 0.34, -1.571
-0.35, -0.819, 1.649, 0, 0.37, -1.571
-0.35, -0.819, 1.649, 0, 0.4, -1.571
-0.35, -0.819, 1.649, 0, 0.43, -1.571
-0.35, -0.819, 1.649, 0, 0.46, -1.571
-0.35, -0.819, 1.649, 0, 0.49, -1.571
-0.35, -0.819, 1.649, 0, 0.52, -1.571
-0.35, -0.819, 1.649, 0, 0.55, -1.571
-0.35, -0.819, 1.649, 0, 0.58, -1.571
-0.35, -0.819, 1.649, 0, 0.61, -1.571
-0.35, -0.819, 1.649, 0, 0.64, -1.571
-0.35, -0.819, 1.649, 0, 0.67, -1.571
-0.35, -0.819, 1.649, 0, 0.7, -1.571
-0.35, -0.819, 1.649, 0, 0.73, -1.571
-0.35, -0.819, 1.649, 0, 0.76, -1.571
-0.35, -0.819, 1.649, 0, 0.79, -1.571
-0.35, -0.819, 1.649, 0, 0.82, -1.571
-0.35, -0.819, 1.649, 0, 0.85, -1.571
-0.35, -0.819, 1.649, 0, 0.88, -1.571
-0.35, -0.819, 1.649, 0, 0.91, -1.571
-0.35, -0.819, 1.649, 0, 0.94, -1.571
-0.35, -0.819, 1.649, 0, 0.97, -1.571
-0.35, -0.819, 1.649, 0, 1, -1.571
-0.3395, -0.819, 1.6535, 0, 1, -1.571
-0.329, -0.819, 1.658, 0, 1, -1.571
-0.3185, -0.819, 1.6625, 0, 1, -1.571
-0.308, -0.819, 1.667, 0, 1, -1.571
-0.2975, -0.819, 1.6715, 0, 1, -1.571
-0.287, -0.819, 1.676, 0, 1, -1.571
-0.2765, -0.819, 1.6805, 0, 1, -1.571
-0.266, -0.819, 1.685, 0, 1, -1.571
-0.2555, -0.819, 1.6895, 0, 1, -1.571
-0.245, -0.819, 1.694, 0, 1, -1.571
-0.2345, -0.819, 1.6985, 0, 1, -1.571
-0.224, -0.819, 1.703, 0, 1, -1.571
-0.2135, -0.819, 1.7075, 0, 1, -1.571
-0.203, -0.819, 1.712, 0, 1, -1.571
-0.1925, -0.819, 1.7165, 0, 1, -1.571
-0.182, -0.819, 1.721, 0, 1, -1.571
-0.1715, -0.819, 1.7255, 0, 1, -1.571
-0.161, -0.819, 1.73, 0, 1, -1.571
-0.1505, -0.819, 1.7345, 0, 1, -1.571
-0.14, -0.819, 1.739, 0, 1, -1.571
-0.1295, -0.819, 1.7435, 0, 1, -1.571
-0.119, -0.819, 1.748, 0, 1, -1.571
-0.1085, -0.819, 1.7525, 0, 1, -1.571
-0.098, -0.819, 1.757, 0, 1, -1.571
-0.0875, -0.819, 1.7615, 0, 1, -1.571
-0.077, -0.819, 1.766, 0, 1, -1.571
-0.0665, -0.819, 1.7705, 0, 1, -1.571
-0.056, -0.819, 1.775, 0, 1, -1.571
-0.0455, -0.819, 1.7795, 0, 1, -1.571
-0.035, -0.819, 1.784, 0, 1, -1.571
-0.0245, -0.819, 1.7885, 0, 1, -1.571
-0.014, -0.819, 1.793, 0, 1, -1.571
-0.0035, -0.819, 1.7975, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
0, -0.819, 1.799, 0, 1, -1.571
-0.0035, -0.819, 1.799, 0, 1.01, -1.571
-0.014, -0.819, 1.799, 0, 1.04, -1.571
-0.0245, -0.819, 1.799, 0, 1.07, -1.571
-0.035, -0.819, 1.799, 0, 1.1, -1.571
-0.0455, -0.819, 1.799, 0, 1.13, -1.571
-0.056, -0.819, 1.799, 0, 1.16, -1.571
-0.0665, -0.819, 1.799, 0, 1.19, -1.571
-0.077, -0.819, 1.799, 0, 1.22, -1.571
-0.0875, -0.819, 1.799, 0, 1.25, -1.571
-0.098, -0.819, 1.799, 0, 1.28, -1.571
-0.1085, -0.819, 1.799, 0, 1.31, -1.571
-0.119, -0.819, 1.799, 0, 1.34, -1.571
-0.1295, -0.819, 1.799, 0, 1.37, -1.571
-0.14, -0.819, 1.799, 0, 1.4, -1.571
-0.1505, -0.819, 1.799, 0, 1.43, -1.571
-0.161, -0.819, 1.799, 0, 1.46, -1.571
-0.1715, -0.819, 1.799, 0, 1.49, -1.571
-0.182, -0.819, 1.799, 0, 1.52, -1.571
-0.1925, -0.819, 1.799, 0, 1.55, -1.571
-0.203, -0.819, 1.799, 3.14159, 1.56159, 1.57059
-0.2135, -0.819, 1.799, 3.14159, 1.53159, 1.57059
-0.224, -0.819, 1.799, 3.14159, 1.50159, 1.57059
-0.2345, -0.819, 1.799, 3.14159, 1.47159, 1.57059
-0.245, -0.819, 1.799, 3.14159, 1.44159, 1.57059
-0.2555, -0.819, 1.799, 3.14159, 1.41159, 1.57059
-0.266, -0.819, 1.799, 3.14159, 1.38159, 1.57059
-0.2765, -0.819, 1.799, 3.14159, 1.35159, 1.57059
-0.287, -0.819, 1.799, 3.14159, 1.32159, 1.57059
-0.2975, -0.819, 1.799, 3.14159, 1.29159, 1.57059
-0.308, -0.819, 1.799, 3.14159, 1.26159, 1.57059
-0.3185, -0.819, 1.799, 3.14159, 1.23159, 1.57059
-0.329, -0.819, 1.799, 3.14159, 1.30159, 1.57059
-0.3395, -0.819, 1.799, 3.14159, 1.17159, 1.57059
-0.35, -0.819, 1.799, 3.14159, 1.14159, 1.57059
